"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL7166";"";"0";"246.35";"0";"2.77";"13";"CCn1cc(CCN(C)C)c2cc(OC)ccc21";"Ki";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"26.87";"0.50";"3.85";"38.04";"False";"CHEMBL618122";"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133711";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3307715";""
"CHEMBL76237";"";"0";"358.46";"0";"2.99";"MS-245";"COc1ccc2c(c1)c(CCN(C)C)cn2S(=O)(=O)c1ccccc1";"Ki";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"24.21";"0.47";"5.69";"16.84";"True";"CHEMBL1811084";"Binding affinity to 5HT6 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806380";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1762571";"";"0";"347.40";"0";"1.55";"15";"Cc1cc(C)n2nc(OCCO)c(S(=O)(=O)c3ccccc3)c2n1";"Ki";"'='";"283.0";"nM";"6.55";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1764142";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP production after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759918";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1762576";"";"0";"373.48";"0";"2.15";"19";"Cc1cc(C)n2nc(NCCN(C)C)c(S(=O)(=O)c3ccccc3)c2n1";"Ki";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1764142";"Antagonist activity at human recombinant 5HT6 receptor expressed in HEK293 cells assessed as inhibition of serotonin-induced cAMP production after 2 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759918";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL1668500";"";"0";"333.44";"0";"2.90";"16";"CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.09";"0.54";"5.80";"13.52";"False";"CHEMBL1764143";"Displacement of [3H]lysergic acid diethylamide from human recombinant 5HT6 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759918";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";"None";""
"CHEMBL3696949";"";"0";"363.38";"0";"3.50";"BDBM166340";"Cc1cc(S(=O)(=O)c2cc(F)cc(F)c2)cc2c3c(oc12)CCNC3";"Ki";"'='";"1.3";"nM";"8.89";"";"309916";"UO_0000065";"24.45";"0.49";"5.39";"14.98";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692965";"";"0";"387.89";"0";"4.60";"BDBM166300";"C=C(C)c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1";"Ki";"'='";"0.66";"nM";"9.18";"";"309876";"UO_0000065";"23.67";"0.48";"4.58";"15.48";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692989";"";"0";"399.49";"0";"4.13";"BDBM166327";"COc1cc(S(=O)(=O)c2ccc3sccc3c2)cc2c3c(oc12)CCNC3";"Ki";"'='";"0.16";"nM";"9.80";"";"309903";"UO_0000065";"24.52";"0.50";"5.67";"14.29";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692990";"";"0";"399.49";"0";"4.13";"BDBM166328";"COc1cc(S(=O)(=O)c2csc3ccccc23)cc2c3c(oc12)CCNC3";"Ki";"'='";"0.1";"nM";"10.00";"";"309904";"UO_0000065";"25.03";"0.51";"5.87";"14.59";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2413988";"";"0";"381.93";"0";"2.00";"10k";"CN(C)c1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1.Cl";"Ki";"'='";"30.1";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2416144";"Antagonist activity at recombinant human 5-HT6 receptor expressed in HEK293 cells assessed as 5-HT-induced intracellular cAMP production after 30 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413055";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL2413987";"";"0";"323.42";"0";"4.23";"10i";"CNc1cc(-c2ccccc2)ccc1S(=O)(=O)c1ccccc1";"Ki";"'='";"153.0";"nM";"6.82";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2416144";"Antagonist activity at recombinant human 5-HT6 receptor expressed in HEK293 cells assessed as 5-HT-induced intracellular cAMP production after 30 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413055";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL2413986";"";"0";"324.41";"0";"3.62";"10h";"CNc1cc(-c2cccnc2)ccc1S(=O)(=O)c1ccccc1";"Ki";"'='";"48.3";"nM";"7.32";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2416144";"Antagonist activity at recombinant human 5-HT6 receptor expressed in HEK293 cells assessed as 5-HT-induced intracellular cAMP production after 30 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2413055";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL3692984";"";"0";"401.48";"0";"3.15";"BDBM166320";"COc1cc(S(=O)(=O)c2cccc(C(C)(C)O)c2)cc2c3c(oc12)CCNC3";"Ki";"'='";"0.35";"nM";"9.46";"";"309896";"UO_0000065";"23.55";"0.46";"6.31";"10.65";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692991";"";"0";"379.38";"0";"3.20";"BDBM166329";"COc1cc(S(=O)(=O)c2cc(F)cc(F)c2)cc2c3c(oc12)CCNC3";"Ki";"'='";"0.33";"nM";"9.48";"";"309905";"UO_0000065";"24.99";"0.50";"6.28";"13.83";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692993";"";"0";"395.84";"0";"3.71";"BDBM166331";"COc1cc(S(=O)(=O)c2cc(F)cc(Cl)c2)cc2c3c(oc12)CCNC3";"Ki";"'='";"0.11";"nM";"9.96";"";"309907";"UO_0000065";"25.16";"0.52";"6.25";"14.53";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3696957";"";"0";"381.38";"0";"3.93";"BDBM166348";"O=S(=O)(c1ccccc1)c1cc(C(F)(F)F)c2oc3c(c2c1)CNCC3";"Ki";"'='";"2.1";"nM";"8.68";"";"309924";"UO_0000065";"22.75";"0.46";"4.75";"14.63";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3692927";"";"0";"399.37";"0";"4.07";"BDBM166261";"O=S(=O)(c1cccc(C(F)(F)F)c1)c1cc(F)c2oc3c(c2c1)CNCC3";"Ki";"'='";"5.9";"nM";"8.23";"";"309925";"UO_0000065";"20.61";"0.42";"4.16";"13.87";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3696961";"";"0";"338.39";"0";"2.78";"BDBM166353";"N#Cc1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3";"Ki";"'='";"4.2";"nM";"8.38";"";"309929";"UO_0000065";"24.75";"0.48";"5.60";"10.08";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL93868";"";"0";"328.44";"0";"2.98";"2a";"CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12";"Ki";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"25.54";"0.50";"5.41";"19.82";"True";"CHEMBL903347";"Displacement of [3H] LSD from human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139109";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL3696983";"";"0";"297.79";"0";"4.32";"BDBM166379";"Clc1cc(Cc2ccccc2)cc2c3c(oc12)CCNC3";"Ki";"'='";"24.0";"nM";"7.62";"";"309955";"UO_0000065";"25.59";"0.50";"3.30";"30.27";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3696984";"";"0";"358.42";"0";"3.12";"BDBM166381";"COc1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCC(O)C3";"Ki";"'='";"0.59";"nM";"9.23";"";"309957";"UO_0000065";"25.75";"0.50";"6.11";"12.03";"False";"CHEMBL3706364";"Radioligand Binding Assay: For binding analysis vs. the human receptor, samples were incubated in 50 mM Tris-HCl, pH 7.5, 5 mM MgCl2, 1 mM EDTA (4% DMSO final) with 10 nM [N-methyl-3H]-LSD (Perkin Elmer), 2.5 ng of human 5-HT6 receptor membranes (Millipore) and 50 ug SPA beads (PVT-PEI-WGA, GE Healthcare) per well in a final volume of 0.2 mL. For binding analysis vs. the rat receptor, samples were incubated in the same buffer with 3.5 nM [N-methyl-3H]-LSD, 50 ug of rat 5-HT6 receptor membranes (Perkin Elmer) and 0.4 mg SPA beads (PVT-PEI-WGA Type B, GE Healthcare) per well also in a final volume of 0.2 mL. Binding reactions were performed in PicoPlate96 microtiter plates (Perkin Elmer) by consecutively adding 50 uL of each competing compound or buffer, SPA beads, radioligand and 5-HT6 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm, followed by incubation in the dark for 10 min.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638925";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4524981";"";"0";"334.81";"0";"1.44";"9";"CN1CCN(c2nc(N)nc(COc3cccc(Cl)c3)n2)CC1";"Ki";"'='";"148.0";"nM";"6.83";"";"";"UO_0000065";"20.40";"0.41";"5.39";"8.49";"False";"CHEMBL4366762";"Displacement of [3H]-LSD from human 5-HT6R expressed in human HEK293 cells incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364280";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL404421";"";"0";"272.39";"0";"3.38";"8S";"CCc1[nH]c2ccc(OC)cc2c1C[C@@H]1CCCN1C";"Ki";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"24.44";"0.45";"3.28";"23.56";"False";"CHEMBL944975";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140744";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL93868";"";"0";"328.44";"0";"2.98";"4b";"CN(C)CCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12";"Ki";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"25.54";"0.50";"5.41";"19.82";"False";"CHEMBL944975";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140744";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL2207380";"";"0";"417.96";"0";"3.59";"8e";"Cc1ccc(S(=O)(=O)n2cc(Cl)c3c(CN4CCN(C)CC4)cccc32)cc1";"Ki";"'='";"222.0";"nM";"6.65";"";"";"UO_0000065";"15.92";"0.32";"3.06";"14.61";"False";"CHEMBL2211856";"Displacement of [3H]-LSD from cloned human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203006";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307715";""
