baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids,cellids,targettaxid
266893152,Unspecified,625221,103206701,2406,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Bithionol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266893403,Unspecified,625221,103206701,2406,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Bithionol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266893420,Unspecified,625221,103558466,1349907,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Methimazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266893421,Unspecified,625221,103558466,1349907,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Methimazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266895439,Unspecified,625221,103370789,5479,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Tinidazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266895440,Unspecified,625221,103370789,5479,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Tinidazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266896881,Unspecified,625221,103709193,5403,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Terbutaline,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266896882,Unspecified,625221,103709193,5403,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Terbutaline,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266897990,Unspecified,625221,123083206,5523,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ultram,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266898136,Unspecified,625221,103229487,13342,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Vinblastine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266898137,Unspecified,625221,103229487,13342,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Vinblastine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266898154,Unspecified,625221,103166767,14985,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Vitamin E,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266898470,Unspecified,625221,103166767,14985,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Vitamin E,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266899731,Unspecified,625221,103179319,5388962,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Enalapril,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266899732,Unspecified,625221,103179319,5388962,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Enalapril,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266900158,Unspecified,625221,103178995,2519,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Caffeine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266900159,Unspecified,625221,103178995,2519,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Caffeine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266900560,Unspecified,625221,103209992,452261,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Genaconazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266900561,Unspecified,625221,103209992,452261,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Genaconazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901004,Unspecified,625221,103579573,457193,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Dactinomycin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901005,Unspecified,625221,103579573,457193,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Dactinomycin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901371,Unspecified,625221,136935047,168088,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Pipethanate ethylbromide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901372,Unspecified,625221,136935047,168088,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Pipethanate ethylbromide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901385,Unspecified,625221,103163913,176155,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901386,Unspecified,625221,103163913,176155,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901389,Unspecified,625221,103218566,1674,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),3-Methylcholanthrene,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901390,Unspecified,625221,103218566,1674,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),3-Methylcholanthrene,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901858,Unspecified,625221,103271913,2541,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Candesartan,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266901859,Unspecified,625221,103271913,2541,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Candesartan,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266902715,Unspecified,625221,103515892,441071,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Strychnine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266902716,Unspecified,625221,103515892,441071,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Strychnine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903004,Unspecified,625221,103223867,460612,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Melphalan,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903005,Unspecified,625221,103223867,460612,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Melphalan,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903296,Unspecified,625221,103228757,2088,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Alendronic acid,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903297,Unspecified,625221,103228757,2088,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Alendronic acid,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903310,Unspecified,625221,103189283,2130,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Amantadine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903311,Unspecified,625221,103189283,2130,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Amantadine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903314,Unspecified,625221,103332887,10917,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Levocarnitine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903836,Unspecified,625221,103770606,13765,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ethylestrenol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266903837,Unspecified,625221,103770606,13765,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ethylestrenol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904202,Unspecified,625221,103296891,33613,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Amoxicillin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904203,Unspecified,625221,103296891,33613,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Amoxicillin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904214,Unspecified,625221,103216085,2723949,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Thioacetamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904215,Unspecified,625221,103216085,2723949,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Thioacetamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904553,Unspecified,625221,103504490,135398740,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ganciclovir,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266904554,Unspecified,625221,103504490,135398740,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ganciclovir,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266905166,Unspecified,625221,123083206,5523,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ultram,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266905179,Unspecified,625221,103226170,6212,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Chloroform,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266905180,Unspecified,625221,103226170,6212,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Chloroform,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266905671,Unspecified,625221,103326781,936,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Nicotinamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266905672,Unspecified,625221,103326781,936,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Nicotinamide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266906052,Unspecified,625221,103200429,222757,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Estradiol benzoate,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266906053,Unspecified,625221,103200429,222757,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Estradiol benzoate,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266906580,Unspecified,625221,103516887,3000540,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Lincomycin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266906581,Unspecified,625221,103516887,3000540,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Lincomycin,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907060,Unspecified,625221,103238871,3348,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Fexofenadine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907061,Unspecified,625221,103238871,3348,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Fexofenadine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907538,Unspecified,625221,103171578,33624,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Timolol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907539,Unspecified,625221,103171578,33624,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Timolol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907817,Unspecified,625221,103219164,5472,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ticlopidine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266907818,Unspecified,625221,103219164,5472,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Ticlopidine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908470,Unspecified,625221,103221477,2435,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Brimonidine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908471,Unspecified,625221,103221477,2435,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Brimonidine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908478,Unspecified,625221,103293043,3478,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Glipizide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908479,Unspecified,625221,103293043,3478,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Glipizide,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908524,Unspecified,625221,103646320,9570327,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Salfuride,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266908525,Unspecified,625221,103646320,9570327,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Salfuride,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266909346,Unspecified,625221,103179607,5362440,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Indinavir,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266909347,Unspecified,625221,103179607,5362440,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Indinavir,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266910314,Unspecified,625221,103588113,522325,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Dipyrone,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266910315,Unspecified,625221,103588113,522325,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Dipyrone,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266910940,Unspecified,625221,104234151,43815,3362,,Confirmatory,20210802,0,0,P50406,IC50,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Paroxetine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266910941,Unspecified,625221,104234151,43815,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Paroxetine,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
266910959,Unspecified,625221,103195118,2083,3362,,Confirmatory,20210802,0,0,P50406,Ki,NULL,NULL,ChEMBL,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT6 radioligand binding (ligand: [3H] Lysergic acid diethylamide),Salbutamol,HTR6 - 5-hydroxytryptamine receptor 6 (human),/gene/3362,NULL,P50406,9606|32644,30,
