	Standard Type	Standard Value	Smiles
11843	Ki	52.0	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCC(=CC3)C4=CN(C5=CC=CC=C54)S(=O)(=O)C6=CC=CC=C6
11844	Ki	150.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)CCCCOC5=CC6=C(CCC(=O)N6)C=C5
11845	Ki	57.0	C1CN(CCC1C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4)CCCOC5=CC=CC=C5C(=O)N
11846	Ki	680.0	C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)CCNCCCOC4=CC=CC=C4C(=O)N
11847	Ki	376.0	C1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)CCCCN3CCN(CC3)C4=CC=CC=C4C5=CC=CC=C5
11848	Ki	603.0	CC(C)C1=CC=CC=C1N2CCN(CC2)CCCCCCC(=O)N3CCC[C@H]3C(=O)N4CCCCC4
11849	Ki	282.0	CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)N3CC4=CC=CC=C4C[C@H]3C(=O)N
11850	Ki	594.0	C1CN(CCN1CCCCC(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)N)C4=CC=CC=C4C5=CC=CC=C5
11867	Ki	119.0	CCS(=O)(=O)C1=NC(=C(S1)N2CCC3=CC=CC=C3C2)S(=O)(=O)C4=CC=C(C=C4)Cl
11869	Ki	670.0	C1=CC=C2C(=C1)C(=CN2)C3(C4=C(C=CC(=C4)Cl)NC3=O)C5=CNC6=CC=CC=C65
11871	Ki	13330.0	C1=CC=C2C(=C1)N(C3=CC=CC=C3S2(=O)=O)CC4=C(C=C(C=C4)Cl)F
11872	Ki	1174.0	CC1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=N2)N3CCC4=CC=CC=C4C3)Cl
11873	Ki	5826.0	C1C=C2C=CC=CC2=C(N1S(=O)(=O)C3=CC=C(C=C3)F)C4=CNC5=CC=CC=C54
11874	Ki	3104.0	C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=CC=CC=C3C2C4=CNC5=CC=CC=C54
11875	Ki	16550.0	CN(C1=CC(=CC=C1)Cl)C(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=CC(=CC=C4)OC
11876	Ki	5676.0	C1CN(CCC1C(=O)N)C2=C3C=C(C=CC3=NC=C2S(=O)(=O)C4=CC=CC=C4)Cl
11877	Ki	11980.0	C1=CC=C2C(=C1)C=CC=C2CN3C=CC(=N3)NS(=O)(=O)C4=CC=C(S4)Br
11878	Ki	2945.0	CC1=C(N(C(=C1S(=O)(=O)C2=CC=C(C=C2)Cl)N)CCOC)C
11879	Ki	11360.0	CC1=C(C=C(C=C1)Cl)N(C)C(=O)C2=CN(C(=O)C3=CC=CC=C32)C4=C(C=C(C=C4)F)F
11880	Ki	15610.0	C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=CC=CC5=C4N=CC=C5
11881	Ki	9669.0	C1CCC2(C(C1)C3=C(O2)C4=CC=CC=C4C(=C3)NS(=O)(=O)C5=CC=CC=C5)N6CCOCC6
11882	Ki	6401.0	C1=CC=C(C=C1)C2=CC(=NC3=C2C(=C(S3)S(=O)(=O)C4=CC=CC=C4)N)C5=CC=CC=C5
11883	Ki	1574.0	CC1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC=C2S(=O)(=O)C4=CC=CC=C4)Cl
11884	Ki	6505.0	CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C3C=CC(=CC3=C2SCC4=CC=C(C=C4)Cl)F
11889	Ki	12730.0	C1CC2C3=C(C1)C4=C(N3CCN2CC5=CC=CC=C5)C=CC(=C4)Br
11890	Ki	3213.0	CC1=CC=C(C=C1)S(=O)(=O)N/N=C/2\CCCC3=C2NC4=C3C=C(C=C4)Cl
11891	Ki	5805.0	C1=CC=C2C(=C1)C=CN=C2C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)Cl
11892	Ki	19810.0	C1CCC2=C(C1)C=CC=C2NS(=O)(=O)C3=CC=C(S3)C4=NNC(=O)C=C4
11893	Ki	7886.0	C1=CC=C2C(=C1)C(=CC(=C2O)SC3=CC=CC4=C3N=CC=C4)NS(=O)(=O)C5=CC=C(C=C5)F
11894	Ki	1321.0	COC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl
11895	Ki	1517.0	COC1=CC=CC=C1N2CCN(CC2)CCCCC(=O)NCC3=CC=CC=C3C4=CC=CC=C4Cl
11896	Ki	26.0	CN1CCC2=C(CC1)C=C(C=C2)N3C(=O)CSC34C5=CC=CC=C5NC4=O
11979	Ki	2.3	COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)I)N3CCNCC3
11980	Ki	99.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)C(=O)C4=CC=CC=C4
11981	Ki	0.4	C1COC2=C(C1N3CCNCC3)C=CC(=C2)S(=O)(=O)C4=CC=CC=C4
11982	Ki	0.2	CNC[C@@H]1COC2=C(O1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3
11983	Ki	3.8	C1CNCCC1C2=CC=C(C3=CC=CC=C23)S(=O)(=O)C4=CC=CC=C4
11984	Ki	59.0	C1CC(C2=C(C1)C=C(C=C2)S(=O)(=O)C3=CC=CC=C3)CCC(=N)N
11985	Ki	1.6	CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC4=C(C(=C3)N5CCN(CC5)C)OCC4
11990	Ki	0.25	CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
11991	Ki	32.0	C1CC2=C(CNC1)C=C(C=C2)NS(=O)(=O)C3=CSC(=C3C4=CC=CC=C4)C(F)(F)F
11992	Ki	1.7	CN(C)[C@H]1CCC2=C(C=CC(=C2C1)OC)S(=O)(=O)NC3=C(C=CC(=C3)Cl)OC
11993	Ki	10.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)CC4=CC=CC=C4
11994	Ki	1.2	CN(C)CCC1=CN(C2=C1C=CS2)S(=O)(=O)C3=CC=CC=C3
11995	Ki	0.04	C1CN(CC2=C1C(=CC=C2)N3CCNCC3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl
11996	Ki	1.0	C1CNCCC1C2=CCOC3=C2C=C(C=C3)NS(=O)(=O)C4=CC=CC=C4
11997	Ki	4.0	CC(C1=C(C(=CC(=C1)Cl)OC)OC)NC2=C(C=CC(=C2)N3CCNCC3)S(=O)(=O)C
11998	Ki	1.8	C1[C@H](N2C3=C(C4=C2C(=CC=C4)O1)C(=CC=C3)OCCN)C5=CC=CC=C5
11999	Ki	10.0	C1CN=C(N1)N/N=C/C2=C(NC3=CC=CC=C32)C4=CC=C(C=C4)Cl
12016	Ki	1.3	CN(C)CCCOC1=CC2=C(NN=C2C=C1)S(=O)(=O)C3=CC=CC4=CC=CC=C43
12018	Ki	0.5	CN1CCN(CC1)C2=CC=CC3=C2NC=C3S(=O)(=O)C4=CC=CC=C4
12019	Ki	20.0	C1CCN(C1)CCOC2=CC=CC3=C2NC=C3S(=O)(=O)C4=CC=CC(=C4)F
12048	Ki	0.53	CC1=NC2=C(N1S(=O)(=O)C3=CC=CC=C3)C=CC=C2N4CCNCC4
12050	Ki	1.0	CC1=CN=C2C(=CC(=CC2=C1OC3=CC=CC=C3)OC)N4CCNCC4
12051	Ki	0.9	COC1=CC=CC2=C1N(C(=O)C=C2)CC3=CC(=CC(=C3)OC)N4CCNCC4
12052	Ki	0.2	C1CN(CCN1)C2=C3C(=CC=C2)N(C(=O)CO3)CC4=CC=CC=C4
12053	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2OC4=C(C=C(C=C4)F)N(C3=O)CC5=CC(=CC=C5)C(F)(F)F
12111	Ki	1.0	CN1CCC(CC1)C2=CN(C3=C2C=CC(=C3)OS(=O)(=O)C4=C(C=CC=C4F)F)C
12112	Ki	11.0	CC1=CC(=CC(=C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN=C3N4CCNCC4)C
12113	Ki	1.2	CC1=NC2=C(C(=NN2C(=N1)N3CCNCC3)SC)S(=O)(=O)C4=CC=CC=C4
12114	Ki	0.3	C1CN(CCN1)C2=CC=CC3=C2NC(=O)N3CC4=CC=CC=C4
12115	Ki	14.0	CC(C1=CC=CC=C1Cl)NC2=CC3=C(CCNCC3)C=C2
12159	Ki	118.0	C1CNCC=C1C2=CN(C3=C2C=C(C=C3)F)C(=O)NC4=CC=CC=C4
12160	Ki	0.2	C1CN(CCN1)C2=CC=CC3=C2NC(=C3)S(=O)(=O)C4=C(C(=CC=C4)Cl)Cl
12161	Ki	5.7	C1CNCC=C1N2C3=CC=CC=C3N(C2=O)S(=O)(=O)C4=CC5=CC=CC=C5C=C4
12162	Ki	1.2	CC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC(=C3C(=C2)C=CO3)OC4CCNCC4
12163	Ki	0.93	CN1CCCC1CC2=CNC3=C2C=C(C=C3)OC4CCCCC4
12164	Ki	9.0	C1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)O[C@H]1CNCCCO
12186	Ki	627.0	CN1CC(C2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC)C6=CC=CC=C6
12187	Ki	38.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)Cl
12191	Ki	1320.0	[C-]#[N+]C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C=C2)OC4=C3CNCC4
12195	Ki	0.58	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)N4C=CC5=CC=CC=C54
12199	Ki	24.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)CC4=CC=CC=C4
12201	Ki	5.7	CC(C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O
12203	Ki	1110.0	CN(C)C(=O)C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4
12207	Ki	1.9	COC1=CC(=CC2=C1OC3=C2CNCC3)SC4=CC=CC=C4
12213	Ki	44.0	C1CNCC2=C1OC3=C2C=C(C=C3F)S(=O)(=O)C4=CC=C(C=C4)F
12215	Ki	0.88	C1CNCC2=C1OC3=C2C=C(C=C3OC(F)(F)F)S(=O)(=O)C4=CC=CC=C4
12219	Ki	0.33	C1CNCC2=C1OC3=C2C=C(C=C3OC(F)F)S(=O)(=O)C4=CC=CC=C4
12225	Ki	0.05	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC=C4)Cl
12227	Ki	1.3	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)F)F
12231	Ki	0.23	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)SC=C5
12237	Ki	106.0	C1CNCC2=C1OC3=C2C=C(C=C3N4C=NC=N4)S(=O)(=O)C5=CC=CC=C5
12241	Ki	60.0	CN1C=CC(=N1)C2=CC(=CC3=C2OC4=C3CNCC4)S(=O)(=O)C5=CC=CC=C5
12245	Ki	47.0	C1CNCC2=C1OC3=C2C=C(C=C3N4CCOCC4)S(=O)(=O)C5=CC=CC=C5
12249	Ki	0.4	CN1C=C(C2=CC=CC=C21)S(=O)(=O)C3=CC(=C4C(=C3)C5=C(O4)CCNC5)C#N
12253	Ki	8.8	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=C(C=C4)Cl)C#N
12257	Ki	11.0	CN1C=C(C=N1)C2=CC(=CC3=C2OC4=C3CNCC4)S(=O)(=O)C5=CC=CC=C5
12261	Ki	50.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC(=CC(=C4)F)F)C#N
12265	Ki	18.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=C(C=C4)F)C#N
12269	Ki	4.2	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)C#N
12273	Ki	1.1	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)C4=CC=CC=C4
12279	Ki	0.5900000000000001	COC1=CC(=CC2=C1OC3=C2CC(CC3)O)S(=O)(=O)C4=CC=CC=C4
12283	Ki	0.39	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4F
12285	Ki	0.27999999999999997	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC=C4)Cl
12289	Ki	64.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)CN5C=CN=C5
12321	Ki	0.11	CCOC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4
12323	Ki	307.0	C1CNCC2=C1OC3=C2C=C(C=C3C(=O)N)S(=O)(=O)C4=CC=CC=C4
12327	Ki	4.5	C1CNCC2=C1OC3=C2C=C(C=C3C4=CC=NN4)S(=O)(=O)C5=CC=CC=C5
12333	Ki	1.5	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)F
12335	Ki	2.1	C1CNCC2=C1OC3=C2C=C(C=C3C(F)(F)F)S(=O)(=O)C4=CC=CC=C4
12339	Ki	1.9	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC(=CC=C4)Cl)C#N
12345	Ki	0.23	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl
12347	Ki	1.1	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)Cl
12351	Ki	1.2	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl
12357	Ki	0.32	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(C(F)(F)F)O
12359	Ki	2.2	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)C5CCOC5
12363	Ki	0.27999999999999997	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)Cl
12369	Ki	0.75	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)F
12371	Ki	8.6	C[C@@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12389	Ki	9.5	CC(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12393	Ki	0.49	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F
12395	Ki	0.4	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)OC(F)F
12401	Ki	507.0	CC(C)(COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O
12405	Ki	7.7	CC(COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O
12409	Ki	55.0	CC(C)(C1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4)O
12413	Ki	0.22	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F
12417	Ki	0.3	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)F
12421	Ki	1.6	C1CNCC2=C1OC3=C2C=C(C=C3OCCO)S(=O)(=O)C4=CC=CC=C4
12425	Ki	0.27	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CSC=C4
12429	Ki	2.0	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=C(C=C4)F)F
12433	Ki	0.5	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)F
12437	Ki	0.16	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)SC=C5
12441	Ki	0.1	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CSC5=CC=CC=C54
12445	Ki	0.33	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC(=CC(=C4)F)F
12449	Ki	0.2	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)F
12453	Ki	0.12999999999999998	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F
12457	Ki	0.19	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)(F)F
12461	Ki	1.7	CC(CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl)O
12465	Ki	3.4	CC(CO)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12469	Ki	1.9	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F
12473	Ki	45.0	CN(C)C(=O)CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12477	Ki	1.6	COCCN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12481	Ki	76.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C5COC5
12485	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC(=C4)C(C(F)(F)F)O
12489	Ki	0.25999999999999995	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CSC5=CC=CC=C54
12493	Ki	0.55	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC5=C(C=C4)SC=C5
12497	Ki	1.0	CN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12501	Ki	1.2	CCN1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12505	Ki	7.6	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)C(C(F)(F)F)O
12509	Ki	0.7699999999999999	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4Cl
12513	Ki	19.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CCC(F)(F)F
12517	Ki	123.0	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C5=CN=CC=C5
12521	Ki	1.7	C1CC2=C(CC1O)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12557	Ki	0.8	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(COC5)C=C4
12561	Ki	7.5	CC(C1=CC=CC=C1)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4
12565	Ki	4.8999999999999995	COC1=CC(=CC2=C1OC3=C2CNCC3)CC4=CC=CC=C4
12569	Ki	0.74	CC(C)(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12571	Ki	0.35	CC(C)(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12575	Ki	0.17	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CS4
12581	Ki	0.69	C[C@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12582	Ki	0.69	C[C@@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12600	Ki	1.5	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4CO
12604	Ki	0.11	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC(=C4)OC(F)F
12608	Ki	0.6	CC(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)OC)OC4=C3CNCC4)O
12612	Ki	25.0	CC(C)(C1=CC=CC=C1S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12616	Ki	0.66	CC(=C)C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4
12620	Ki	0.48000000000000004	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(COCC5)C=C4
12624	Ki	2.7	C[C@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12625	Ki	16.0	C[C@@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12641	Ki	3.1	C[C@H](C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12642	Ki	37.0	CN1C2=C(C=C(C=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5)C=N1
12646	Ki	2.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=CC(=C4)F)Cl
12650	Ki	10.0	C1COC1C2=CC=C(C=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5
12654	Ki	14.0	COCC1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4
12658	Ki	5.4	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4CO
12662	Ki	1.2	COC1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4
12666	Ki	2.5	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC5=C(COCC5)C=C4
12670	Ki	0.79	CC(C)(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12674	Ki	1.3	CC(C)(C1=CC=C(C=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12678	Ki	252.0	CN(C)C(=O)C1C2=C(CCN1)OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4
12682	Ki	110.0	CC1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4
12686	Ki	0.25	C1CNCCC2=C1C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12690	Ki	2.0	C1COCC1C2=CC(=CC=C2)S(=O)(=O)C3=CC4=C(C(=C3)Cl)OC5=C4CNCC5
12694	Ki	12.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)CO
12698	Ki	4.0	C1CNC(C2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CF
12702	Ki	31.0	C1CC2C3=C(CC1N2)OC4=C3C=C(C=C4)S(=O)(=O)C5=CC(=CC=C5)Cl
12706	Ki	571.0	C1CC2=C(CNC1)C3=C(O2)C=CC(=C3)S(=O)(=O)C4=CC=CC=C4
12710	Ki	0.083	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC5=C(C=C4)NC=C5
12714	Ki	0.22	CC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4
12718	Ki	0.12000000000000001	COC1=CC(=CC2=C1OC3=C2CNCC3)S(=O)(=O)C4=CC=CC=C4
12722	Ki	53.0	C1CC2C3=C(CC1N2)OC4=C3C=C(C=C4)S(=O)(=O)C5=CC=CC(=C5)C(F)(F)F
12726	Ki	339.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC(=CC(=C4)F)F
12730	Ki	17.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC(=CC(=C4)Cl)Cl
12734	Ki	5.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=CC5=CC=CC=C54
12738	Ki	6.1000000000000005	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4C(F)(F)F
12740	Ki	167.0	CC(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CN(C5=CC=CC=C54)C)Cl
12746	Ki	40.0	C1CNCC2=C1OC3=C2C=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N
12750	Ki	2.7	C[C@@H](C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12754	Ki	492.0	CS(=O)(=O)N1CCC2=C(C1)C3=C(O2)C(=CC(=C3)S(=O)(=O)C4=CC=CC=C4)Cl
12758	Ki	1.6	C1CN(CC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CCO
12764	Ki	9.9	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=CC(=C4)F)F
12766	Ki	3.0	CC(C1=CC(=CC=C1)S(=O)(=O)C2=CC3=C(C(=C2)Cl)OC4=C3CNCC4)O
12782	Ki	5.8999999999999995	C1CNCC2=C1OC3=C2C=C(C=C3F)S(=O)(=O)C4=CC=CC(=C4)C(F)(F)F
12785	Ki	26.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CN=CC=C4
12789	Ki	4.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC(=C(C=C4)F)F
12795	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F
12799	Ki	2.2	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)OC(F)F
12809	Ki	3.1	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)C4=CC=CC=C4
12821	Ki	3.3	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4OC(F)(F)F
12825	Ki	26.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=C(C=C4)N5C=CC=N5
12829	Ki	12.0	C1CNCC2=C1OC3=C2C=C(C=C3Cl)SC4=CC=CC=C4
12857	Ki	9.299999999999999	C1CNCC2=C1OC3=C2C=C(C=C3N4C=CC=N4)S(=O)(=O)C5=CC=CC=C5
12861	Ki	27.0	CC1(C2=C(CCN1)OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)C
12865	Ki	522.0	C1C(NCC2=C1OC3=C2C=C(C=C3Cl)S(=O)(=O)C4=CC=CC=C4)CO
12869	Ki	154.0	C1CC2C3=C(CC1N2)OC4=C3C=CC(=C4)S(=O)(=O)C5=CC(=CC=C5)Cl
12873	Ki	34.0	C1CC2C3=C(CC1N2)OC4=C3C=CC(=C4)S(=O)(=O)N5C=CC6=CC=CC=C65
12877	Ki	13.0	C1CNCC2=C1OC3=C(C=C(C=C23)S(=O)(=O)C4=CC=CC=C4)CO
